Ax,Ay,Az,Gx,Gy,Gz,Label
1.998,0.090,0.244,-18.436,-56.158,82.425,Roll
1.998,0.376,0.235,-23.555,-82.723,148.094,Roll
1.913,0.492,0.209,-32.445,-81.191,241.124,Roll
1.583,0.605,0.158,-51.083,-41.178,286.685,Roll
1.214,0.702,0.093,-78.400,-5.722,286.685,Roll
0.734,0.606,0.094,-94.640,12.390,286.685,Roll
0.529,0.604,0.137,-86.301,1.811,286.685,Roll
0.115,0.594,0.146,-61.329,-25.778,286.685,Roll
-0.221,0.727,0.252,-25.191,-55.326,286.685,Roll
-0.652,0.882,0.472,-23.975,-86.756,286.685,Roll
-1.039,0.807,0.548,-79.520,-82.740,286.685,Roll
-1.457,0.627,0.039,-165.629,-65.993,286.685,Roll
-1.903,0.269,-0.317,-82.652,-21.612,286.685,Roll
-1.999,0.094,0.259,-37.590,-8.286,217.551,Roll
-1.999,0.107,0.088,-34.790,-56.866,32.156,Roll
-1.999,0.205,-0.349,50.173,-85.033,-211.951,Roll
-1.998,0.135,-0.004,98.971,1.111,-286.685,Roll
-1.982,0.046,0.192,114.004,32.882,-286.685,Roll
-1.674,0.073,0.370,125.772,53.681,-286.685,Roll
-1.304,0.054,0.681,119.560,69.834,-286.685,Roll
-0.933,0.320,0.773,100.791,26.040,-286.685,Roll
-0.595,0.579,0.728,86.004,-50.111,-286.685,Roll
-0.223,0.846,0.265,32.699,-121.870,-286.685,Roll
0.398,1.201,-0.203,-1.549,-73.255,-286.685,Roll
1.218,1.313,-0.260,22.916,-18.489,-286.685,Roll
1.726,1.300,0.057,27.702,28.665,-286.685,Roll
1.998,1.222,0.461,-40.268,171.255,-208.136,Roll
1.998,0.954,0.818,-53.042,145.889,-17.544,Roll
1.998,0.516,0.512,-18.069,-41.545,101.421,Roll
1.998,0.346,0.096,-1.041,-100.783,138.372,Roll
1.928,0.414,-0.024,12.224,-71.732,187.583,Roll
1.747,0.578,0.162,11.681,-24.185,284.559,Roll
1.483,0.763,0.073,-8.759,9.301,286.685,Roll
1.130,0.765,0.023,-32.077,56.507,286.685,Roll
0.546,0.588,0.230,-61.705,91.289,286.685,Roll
0.144,0.549,0.404,-76.729,47.285,286.685,Roll
-0.123,0.565,0.478,-92.216,-7.332,286.685,Roll
-0.635,0.593,0.483,-123.909,-28.691,286.685,Roll
-1.042,0.704,0.200,-202.072,-29.085,286.685,Roll
-1.342,0.687,-0.417,-209.711,20.790,286.685,Roll
-1.597,0.404,-0.395,-129.430,85.768,286.685,Roll
-1.865,-0.094,0.258,-108.701,42.114,286.527,Roll
-1.999,0.084,-0.014,-75.355,-92.750,29.558,Roll
-1.991,0.456,-0.561,21.726,-111.755,-164.124,Roll
-1.999,0.058,-0.231,92.566,43.557,-261.957,Roll
-1.998,-0.220,0.117,124.442,78.619,-286.685,Roll
-1.810,-0.082,0.248,159.574,28.612,-286.685,Roll
-1.406,0.231,0.337,160.510,21.901,-286.685,Roll
-1.200,0.391,0.400,146.204,5.224,-286.685,Roll
-0.866,0.463,0.416,126.560,-3.841,-286.685,Roll
-0.565,0.734,0.469,91.577,-23.590,-286.685,Roll
-0.047,1.144,0.329,67.121,-69.598,-286.685,Roll
0.471,1.448,0.194,37.126,-98.613,-286.685,Roll
1.725,1.941,-0.284,13.370,-87.421,-286.685,Roll
1.998,1.752,-0.162,-13.519,99.531,-177.625,Roll
1.998,0.756,0.665,-45.693,233.599,95.952,Roll
1.998,0.269,0.881,-49.831,117.092,125.545,Roll
1.998,-0.036,0.814,-13.379,-18.935,117.442,Roll
1.998,0.133,0.455,-8.636,-132.212,138.845,Roll
1.856,0.397,0.254,-29.794,-117.933,225.225,Roll
1.673,0.586,0.173,-41.055,-96.521,284.900,Roll
1.348,0.786,0.079,-47.932,-59.658,286.685,Roll
0.940,0.805,0.042,-34.011,-28.166,286.685,Roll
0.477,0.699,0.174,-16.765,-10.386,286.685,Roll
0.248,0.653,0.281,-13.694,-8.243,286.685,Roll
-0.129,0.695,0.530,-8.199,-40.101,286.685,Roll
-0.718,0.809,0.734,-43.829,-86.100,286.685,Roll
-1.132,0.860,0.308,-157.465,-48.615,286.685,Roll
-1.350,0.926,-0.100,-193.699,16.362,286.685,Roll
-1.842,0.755,-0.319,-158.795,95.541,286.685,Roll
-1.999,0.032,0.026,-113.732,74.856,286.685,Roll
-1.999,-0.146,-0.171,-76.606,-27.746,84.341,Roll
-1.999,0.350,-0.437,-12.075,-82.320,-189.910,Roll
-1.820,0.619,-0.462,66.054,-27.580,-286.685,Roll
-1.607,0.328,-0.025,122.859,67.944,-286.685,Roll
-1.543,0.053,0.357,152.136,67.743,-286.685,Roll
-1.433,0.068,0.399,152.329,41.519,-286.685,Roll
-1.315,0.293,0.409,148.803,1.496,-286.685,Roll
-0.913,0.620,0.140,115.325,-10.360,-286.685,Roll
0.001,-0.013,1.024,0.613,-2.249,1.890,Yaw
-0.005,-0.001,1.023,0.560,-2.170,1.759,Yaw
-0.004,-0.011,1.025,0.560,-2.214,1.383,Yaw
0.020,-0.048,1.022,0.560,-2.205,1.304,Yaw
-0.009,0.029,1.083,0.744,-2.257,5.801,Yaw
-0.042,0.044,0.994,0.525,-2.371,4.681,Yaw
0.004,-0.005,1.011,0.586,-2.170,2.371,Yaw
0.021,0.004,1.022,0.525,-2.118,2.494,Yaw
-0.013,-0.006,1.021,0.534,-2.223,1.531,Yaw
-0.002,-0.003,1.022,0.560,-2.188,1.969,Yaw
-0.010,-0.005,1.023,0.534,-2.240,1.890,Yaw
-0.003,-0.014,1.019,0.516,-2.082,1.076,Yaw
-0.000,-0.010,1.022,0.577,-2.188,-0.184,Yaw
-0.002,0.001,1.024,0.630,-2.275,-3.062,Yaw
-0.008,-0.006,1.026,0.543,-2.161,0.901,Yaw
-0.000,-0.006,1.023,0.551,-2.223,1.426,Yaw
0.056,-0.074,1.018,0.490,-2.179,-1.531,Yaw
-0.004,-0.008,1.022,0.586,-2.284,0.858,Yaw
-0.003,-0.006,1.020,1.435,-3.019,1.452,Yaw
0.404,-0.079,0.543,27.256,-17.281,37.345,Yaw
-0.426,0.375,1.016,1.496,-2.739,62.283,Yaw
-0.013,0.017,1.224,-6.755,2.537,-1.741,Yaw
0.268,-0.432,0.834,-18.183,-2.415,24.885,Yaw
0.526,-0.308,1.031,-0.044,-1.689,144.935,Yaw
-0.011,0.563,0.679,-1.181,-5.250,286.685,Yaw
-0.192,0.300,0.745,-0.018,-6.073,286.685,Yaw
-0.306,0.072,0.888,1.041,-7.131,271.941,Yaw
-0.034,-0.004,1.043,-0.560,-1.269,15.155,Yaw
-0.395,0.018,1.020,0.481,-1.444,-96.302,Yaw
-0.238,0.330,0.668,6.099,0.114,-286.685,Yaw
-0.181,0.352,0.342,19.749,-5.136,-286.685,Yaw
-0.161,0.539,0.648,-6.291,-10.097,-286.685,Yaw
0.143,-0.223,0.602,-5.495,2.056,-286.422,Yaw
0.154,0.047,0.725,1.663,-3.307,-257.950,Yaw
0.088,0.179,0.621,-7.385,-1.697,-272.195,Yaw
0.473,0.303,0.413,-0.569,-2.293,-225.208,Yaw
0.212,-0.138,1.006,0.157,-2.966,-117.198,Yaw
0.198,-0.120,0.985,1.619,-1.715,98.280,Yaw
0.227,-0.027,0.310,2.354,-1.654,260.085,Yaw
0.479,-0.064,0.790,5.495,-0.901,286.676,Yaw
0.159,0.202,0.770,-7.569,2.581,286.685,Yaw
-0.093,0.269,0.979,-5.539,2.660,286.685,Yaw
-0.013,-0.036,0.702,-2.188,-2.004,286.685,Yaw
-0.003,0.616,0.446,0.368,-6.781,286.685,Yaw
-0.249,0.370,0.826,27.151,-15.575,286.685,Yaw
-0.266,0.090,1.196,-7.858,30.450,110.040,Yaw
-0.043,-0.056,0.961,-0.569,-0.403,11.436,Yaw
-0.320,0.198,1.038,0.157,-1.435,-27.764,Yaw
-0.558,0.216,0.872,1.067,-0.341,-276.622,Yaw
-0.526,0.508,0.821,1.846,1.409,-286.685,Yaw
-0.051,0.400,0.394,46.296,-24.684,-286.685,Yaw
-0.020,0.583,0.715,-8.085,-0.989,-286.685,Yaw
0.693,0.225,0.720,2.328,-1.663,-286.685,Yaw
0.527,0.120,0.451,12.259,-8.566,-286.685,Yaw
0.626,0.091,1.022,-18.611,-4.707,-222.976,Yaw
0.153,0.210,1.079,-4.244,0.403,-83.204,Yaw
-0.032,0.153,0.985,6.746,-6.580,-89.810,Yaw
-0.103,-0.070,0.977,4.270,-2.109,-29.566,Yaw
0.230,-0.180,0.988,-0.919,-1.487,147.219,Yaw
0.578,-0.087,1.075,1.986,-0.726,286.589,Yaw
0.342,0.194,0.746,-2.634,-1.951,286.685,Yaw
0.100,0.511,0.696,-0.919,-1.059,286.685,Yaw
-0.162,-0.128,0.604,-5.670,-5.399,286.685,Yaw
-0.018,-0.072,0.650,6.300,-9.047,286.685,Yaw
0.187,0.527,0.609,13.948,-2.581,286.685,Yaw
-0.038,0.473,0.756,3.544,-0.577,286.685,Yaw
-0.334,0.365,1.094,-1.487,-1.216,103.740,Yaw
-0.003,0.019,1.068,-6.746,2.152,0.919,Yaw
-0.409,0.265,1.041,-0.114,-0.770,-81.121,Yaw
-0.660,0.525,1.061,0.403,0.114,-268.100,Yaw
-0.310,0.448,0.596,0.577,1.645,-286.685,Yaw
-0.299,0.560,0.558,18.121,-7.814,-286.685,Yaw
-0.253,0.277,0.677,-8.400,-3.649,-286.685,Yaw
0.332,0.665,0.575,-32.069,9.739,-286.685,Yaw
0.764,0.633,0.483,-4.182,-0.123,-286.685,Yaw
0.865,0.453,0.979,-1.339,-0.368,-285.758,Yaw
0.542,0.328,0.971,-1.654,-3.605,-222.854,Yaw
0.010,0.164,0.969,-3.850,-1.383,-190.645,Yaw
-0.044,-0.144,0.833,42.070,-3.150,-67.375,Yaw
0.191,-0.077,0.889,-13.816,0.858,185.106,Yaw
0.556,-0.181,0.430,-49.455,0.910,286.571,Yaw
0.656,0.115,0.797,-11.559,5.206,286.685,Yaw
-0.014,0.497,0.670,-2.406,-4.918,286.685,Yaw
-0.146,0.070,0.573,-3.132,-0.044,286.685,Yaw
-0.099,-0.458,0.593,2.109,-2.389,286.685,Yaw
-0.115,0.525,1.022,45.579,-34.449,286.685,Yaw
0.005,0.193,0.681,4.445,-1.155,276.465,Yaw
-0.138,0.058,0.718,1.391,-2.503,216.720,Yaw
-0.299,0.180,0.921,3.894,-2.205,160.011,Yaw
-0.219,0.121,1.059,-12.906,6.668,8.881,Yaw
-0.645,0.291,0.826,-9.783,5.057,-224.560,Yaw
-0.511,0.355,0.792,-2.082,2.686,-286.685,Yaw
-0.679,0.465,0.659,15.172,-7.009,-286.685,Yaw
-0.413,0.725,0.609,1.094,-5.819,-286.685,Yaw
0.188,0.673,0.501,-7.219,0.368,-286.685,Yaw
0.477,0.674,0.707,-3.194,-1.855,-286.685,Yaw
1.371,0.560,0.748,-4.025,-3.290,-265.580,Yaw
0.519,0.309,1.014,-1.067,-1.129,-161.840,Yaw
0.089,0.197,0.847,13.248,-2.345,-162.461,Yaw
0.026,0.123,0.928,46.244,-3.640,-95.016,Yaw
0.093,0.084,0.906,-26.933,0.481,141.776,Yaw
0.716,0.138,0.952,0.656,3.929,284.620,Yaw
0.142,0.171,0.911,-1.864,2.634,286.685,Yaw
0.312,0.435,0.838,-2.188,-3.351,286.685,Yaw
-0.086,0.466,0.728,-3.404,-8.417,286.685,Yaw
-1.128,0.286,0.801,-0.385,-7.534,286.685,Yaw
-0.844,0.323,0.874,-0.166,-1.610,286.685,Yaw
0.115,0.243,0.960,2.783,-4.532,285.390,Yaw
0.016,-0.123,1.107,11.113,-9.721,220.491,Yaw
-0.266,0.354,0.984,-12.705,5.609,60.760,Yaw
-0.450,0.207,1.015,-0.796,-0.901,-62.834,Yaw
-1.017,0.427,0.970,-28.665,-0.516,-260.321,Yaw
-0.486,0.638,0.685,1.951,6.545,-286.685,Yaw
-0.157,0.511,0.884,6.624,1.925,-286.685,Yaw
-0.117,0.397,0.390,12.696,-7.744,-286.685,Yaw
-0.039,0.386,0.850,2.074,-1.216,-286.685,Yaw
0.773,0.283,0.667,17.010,-8.295,-286.685,Yaw
0.821,0.384,0.846,-2.389,-2.144,-244.974,Yaw
0.574,0.304,0.976,-0.210,-1.260,-113.698,Yaw
0.250,0.201,1.022,-0.324,-2.074,9.231,Yaw
0.427,0.304,1.078,-25.987,15.444,111.081,Yaw
0.740,0.302,0.827,4.384,-5.381,286.457,Yaw
0.302,0.519,0.880,1.750,-1.759,286.685,Yaw
-0.107,0.632,0.508,-5.670,1.418,286.685,Yaw
-0.858,0.202,0.807,-3.981,1.610,286.685,Yaw
-0.699,0.167,0.838,1.942,-5.285,286.685,Yaw
-0.446,0.287,0.988,1.715,-2.494,286.641,Yaw
-0.099,0.025,1.040,2.660,-5.985,226.170,Yaw
-0.131,0.048,1.032,0.595,-2.476,62.186,Yaw
-0.171,0.018,1.016,-0.647,-0.971,-28.114,Yaw
-0.847,0.350,1.064,-10.806,-0.604,-230.221,Yaw
-0.440,0.727,0.684,8.960,7.805,-286.685,Yaw
-0.049,0.710,0.762,3.789,3.710,-286.685,Yaw
0.299,0.598,0.682,14.866,-7.105,-286.685,Yaw
0.491,0.247,0.750,-2.949,-5.950,-286.685,Yaw
0.540,0.124,0.826,13.781,-5.968,-286.379,Yaw
0.603,0.226,0.770,9.214,-6.685,-250.215,Yaw
0.519,0.045,1.000,-20.764,-4.716,-81.427,Yaw
0.320,0.117,1.001,-0.228,-3.325,108.701,Yaw
0.457,0.254,0.918,3.894,-2.485,258.388,Yaw
0.385,0.399,0.939,2.704,-1.164,286.685,Yaw
-0.131,0.466,0.858,-21.674,7.464,286.685,Yaw
-0.166,0.222,0.749,-5.250,-7.823,286.685,Yaw
-0.281,-0.039,0.707,3.220,-3.894,286.685,Yaw
-0.490,0.353,0.636,4.174,-6.781,285.670,Yaw
-0.110,0.368,0.822,34.921,-16.389,280.508,Yaw
-0.309,-0.056,0.954,0.998,-0.928,217.402,Yaw
-0.192,-0.087,1.026,0.516,-1.855,8.654,Yaw
-0.904,0.094,1.003,-0.350,-4.113,-206.062,Yaw
-0.674,0.310,0.768,-6.650,-4.532,-286.527,Yaw
-0.279,0.572,0.868,-12.530,13.458,-286.685,Yaw
0.040,0.643,0.546,2.564,10.561,-286.685,Yaw
0.036,0.444,0.630,3.780,0.954,-286.685,Yaw
0.413,0.463,1.010,3.658,-3.684,-286.685,Yaw
0.851,0.387,0.780,14.429,-6.405,-285.049,Yaw
0.357,0.052,1.027,-0.341,-2.188,-35.149,Yaw
0.449,0.227,1.102,-20.834,8.304,98.044,Yaw
0.608,0.404,0.996,1.269,-1.689,217.630,Yaw
0.438,0.515,0.918,19.959,-8.820,286.685,Yaw
0.077,0.538,0.860,3.150,-6.615,286.685,Yaw
-0.151,0.360,0.679,-12.609,1.269,286.685,Yaw
-0.993,0.323,0.931,2.336,-4.121,286.685,Yaw
-1.076,0.237,0.943,3.080,-1.409,267.479,Yaw
-0.311,0.000,1.009,4.419,-4.559,98.411,Yaw
-0.259,0.052,1.082,-0.438,-1.934,19.267,Yaw
-0.866,0.141,1.015,-0.613,0.018,-159.758,Yaw
-0.761,0.124,0.819,-1.076,-0.752,-286.685,Yaw
-0.553,0.572,0.841,4.113,1.794,-286.685,Yaw
0.059,0.542,0.830,5.215,7.280,-286.685,Yaw
0.748,0.652,0.846,3.456,1.715,-286.685,Yaw
0.876,0.778,1.002,-0.254,0.376,-285.661,Yaw
0.802,0.280,0.989,15.409,-10.413,-171.833,Yaw
-0.087,0.200,0.960,-5.416,0.446,-194.408,Yaw
-0.105,0.050,0.911,6.702,-3.832,-223.134,Yaw
0.083,-0.256,0.535,13.895,-1.592,-174.659,Yaw
0.019,-0.219,0.895,0.814,-3.211,-111.571,Yaw
0.059,0.058,0.889,-10.885,-3.876,-63.963,Yaw
0.227,0.007,1.005,-18.086,-2.249,10.903,Yaw
0.447,-0.063,0.920,1.155,-0.271,150.360,Yaw
0.442,0.035,0.712,1.942,1.820,286.685,Yaw
0.030,0.179,0.604,4.839,0.280,286.685,Yaw
0.055,0.356,0.908,-2.940,-1.732,286.685,Yaw
-0.082,0.140,0.928,7.324,-3.325,286.685,Yaw
-0.204,0.205,0.812,8.802,-4.550,286.685,Yaw
-0.467,0.313,0.885,14.665,0.499,286.685,Yaw
-0.400,0.219,0.836,3.054,0.350,282.188,Yaw
0.127,-0.142,1.052,-0.184,-1.514,47.854,Yaw
-0.223,0.067,1.110,-6.247,1.426,-27.615,Yaw
-0.592,0.305,0.885,-6.860,4.874,-256.725,Yaw
-0.341,0.165,0.812,0.298,0.709,-286.685,Yaw
-0.424,0.595,0.821,4.812,3.395,-286.685,Yaw
-0.024,0.331,0.852,4.366,3.421,-286.685,Yaw
0.220,0.247,0.830,26.897,-16.608,-286.685,Yaw
0.548,0.598,0.634,-0.044,-2.616,-286.685,Yaw
0.417,0.369,0.723,22.601,-5.679,-280.035,Yaw
0.231,0.384,0.823,14.770,-7.753,-218.986,Yaw
0.162,0.108,1.000,1.566,-4.113,-74.051,Yaw
0.219,0.033,0.991,3.255,-0.840,37.494,Yaw
0.363,0.090,0.833,-33.329,3.080,245.245,Yaw
0.705,0.246,0.578,-34.536,4.673,286.685,Yaw
0.115,0.611,1.003,-13.913,9.083,286.685,Yaw
-0.099,0.694,0.753,-5.066,-2.914,286.685,Yaw
-0.390,0.437,0.763,-2.257,-10.430,286.685,Yaw
-1.098,-0.153,0.840,2.275,-8.986,286.685,Yaw
-0.669,0.024,0.895,-0.569,-0.849,266.219,Yaw
-0.060,0.086,1.001,1.470,-3.902,185.246,Yaw
-0.017,-0.023,1.081,4.191,-6.169,138.040,Yaw
-0.029,0.029,1.038,-1.312,-1.383,22.094,Yaw
-0.771,0.099,0.950,-1.549,0.166,-190.960,Yaw
-0.477,0.190,0.909,0.717,0.306,-286.685,Yaw
-0.755,0.393,0.628,1.050,4.532,-286.685,Yaw
-0.422,0.601,0.830,6.650,0.026,-286.685,Yaw
0.036,0.815,0.836,9.144,0.709,-286.685,Yaw
0.559,0.951,0.413,-13.895,-2.669,-286.545,Yaw
0.903,0.442,0.858,-1.085,-1.899,-263.165,Yaw
0.252,0.268,0.981,-0.009,-2.800,-125.493,Yaw
0.106,-0.026,1.055,12.504,-2.459,-44.494,Yaw
0.202,0.031,0.868,21.280,-0.079,126.368,Yaw
0.512,0.229,0.776,-6.318,3.946,274.592,Yaw
0.334,0.304,0.773,2.503,-0.910,286.685,Yaw
-0.078,0.409,0.829,6.195,-3.185,286.685,Yaw
-0.180,0.519,0.868,4.419,-0.595,286.685,Yaw
-0.433,0.119,1.019,-4.051,-0.201,286.685,Yaw
-0.657,-0.165,1.040,-13.379,6.615,286.685,Yaw
-0.440,0.300,1.007,2.809,-7.175,274.802,Yaw
-0.100,0.064,1.072,2.257,-4.043,169.059,Yaw
-0.077,-0.123,1.016,0.849,-2.214,76.344,Yaw
-0.271,0.036,1.030,-0.070,-1.461,-2.861,Yaw
-0.634,-0.021,0.947,-0.814,0.446,-250.775,Yaw
-0.672,0.043,0.890,0.105,-1.015,-286.685,Yaw
-0.276,0.382,0.919,1.015,2.616,-286.685,Yaw
-0.113,0.292,0.822,2.669,4.611,-286.685,Yaw
0.007,0.129,1.010,4.366,-0.368,-286.685,Yaw
0.147,0.758,0.554,12.801,-12.556,-286.685,Yaw
0.574,0.566,0.875,-6.379,-4.786,-251.930,Yaw
0.395,0.181,1.035,-10.316,-2.861,-42.726,Yaw
0.344,0.188,0.994,0.455,-1.820,59.710,Yaw
0.178,0.170,0.979,0.962,-2.284,97.912,Yaw
0.418,0.268,0.773,2.056,-1.514,253.584,Yaw
0.185,0.290,0.789,2.852,-0.368,286.685,Yaw
-0.064,0.297,1.040,5.810,-1.759,286.685,Yaw
-0.295,0.366,0.865,-24.666,4.095,286.685,Yaw
-0.702,0.250,0.827,6.702,-12.784,286.685,Yaw
-0.755,-0.134,0.670,19.933,-4.489,286.685,Yaw
-0.252,-0.363,1.036,3.710,2.293,266.525,Yaw
0.051,-0.101,1.022,1.864,-1.715,119.158,Yaw
-0.226,0.316,1.028,-34.641,20.790,50.627,Yaw
-0.634,0.258,0.966,-0.166,-0.998,-111.580,Yaw
-0.569,0.149,0.887,-0.665,0.464,-277.987,Yaw
-0.318,0.050,0.945,-0.884,-0.315,-286.685,Yaw
0.228,0.164,0.867,-11.708,6.282,-286.685,Yaw
0.262,0.234,0.893,7.997,0.901,-286.685,Yaw
-0.053,0.321,1.127,33.862,1.811,-286.685,Yaw
0.194,0.145,0.428,67.804,-8.592,-286.685,Yaw
0.089,0.104,0.876,25.209,-14.087,-208.337,Yaw
0.101,0.110,0.977,14.350,-5.898,-70.569,Yaw
0.103,0.183,0.991,-23.966,-1.269,31.675,Yaw
0.284,0.345,0.890,-60.655,0.560,202.545,Yaw
0.496,0.409,0.821,-6.134,4.235,286.606,Yaw
0.378,0.478,0.786,-12.040,5.626,286.685,Yaw
-0.095,0.256,0.914,-0.245,-4.069,286.685,Yaw
-0.278,0.310,0.896,-7.963,-4.209,286.685,Yaw
-0.383,0.300,0.803,6.195,-6.991,286.685,Yaw
-0.424,0.112,0.978,16.651,-11.007,286.685,Yaw
-0.538,-0.281,0.973,4.016,-2.310,276.701,Yaw
-0.307,-0.084,1.078,17.378,-11.007,157.054,Yaw
-0.083,0.048,1.003,1.811,-1.934,63.980,Yaw
-0.082,0.063,1.044,0.569,-1.846,19.355,Yaw
-0.514,-0.047,0.877,-0.613,-2.678,-116.620,Yaw
-0.330,0.044,0.853,-26.224,13.449,-286.624,Yaw
-0.243,0.169,0.778,-0.411,1.942,-286.685,Yaw
-0.100,0.372,0.946,2.432,5.924,-286.685,Yaw
-0.150,0.224,0.819,4.174,-3.902,-286.685,Yaw
-0.058,0.066,0.881,3.185,-2.415,-286.685,Yaw
0.427,0.417,0.627,33.425,-9.581,-282.362,Yaw
0.408,0.352,1.019,-2.188,-3.955,-186.515,Yaw
0.113,0.185,1.030,0.262,-2.301,-34.764,Yaw
0.079,0.033,1.011,0.438,-1.916,-10.833,Yaw
0.105,0.090,1.029,3.036,-2.249,32.909,Yaw
0.156,0.165,0.965,1.575,-2.713,207.497,Yaw
0.194,0.337,1.092,-11.226,6.484,286.685,Yaw
0.119,0.410,0.861,-3.115,0.840,286.685,Yaw
-0.001,0.329,0.863,14.630,-5.758,286.685,Yaw
-0.106,-0.116,0.826,5.399,-2.310,286.685,Yaw
-0.301,-0.008,1.092,6.073,-2.616,286.685,Yaw
-0.618,0.098,0.934,7.831,-3.474,286.685,Yaw
-0.343,-0.177,0.971,3.622,-0.018,239.199,Yaw
-0.066,-0.174,1.041,0.875,-0.105,110.775,Yaw
-0.071,0.134,1.003,0.866,-1.776,28.927,Yaw
-0.262,-0.058,1.124,-18.436,9.100,-97.799,Yaw
-0.316,-0.035,0.997,-12.180,7.744,-266.656,Yaw
-0.075,0.046,0.967,0.359,1.523,-286.685,Yaw
-0.014,0.142,0.981,0.315,-0.779,-286.685,Yaw
-0.172,0.211,0.956,11.961,-3.719,-286.685,Yaw
-0.277,0.291,0.925,23.642,-13.939,-286.685,Yaw
0.073,0.164,0.967,-6.029,0.201,-282.975,Yaw
0.428,0.093,1.046,-3.517,-1.041,-255.850,Yaw
0.456,0.135,0.885,-16.240,9.100,-73.509,Yaw
0.117,0.013,1.006,-0.254,-1.531,-1.102,Yaw
0.242,0.012,1.017,0.709,-2.275,35.910,Yaw
0.222,0.169,0.985,1.636,-3.176,129.990,Yaw
0.103,0.380,1.038,12.906,-9.695,242.113,Yaw
-0.124,0.438,0.860,4.025,-0.761,286.685,Yaw
0.004,0.197,0.880,6.633,-6.457,286.685,Yaw
-0.116,-0.142,0.932,6.414,1.470,286.685,Yaw
-0.317,-0.053,0.936,18.996,1.776,286.685,Yaw
-0.345,0.040,0.874,10.658,6.116,286.685,Yaw
-0.157,-0.042,0.979,-10.666,1.199,248.150,Yaw
-0.146,-0.077,1.010,2.616,-1.960,124.618,Yaw
-0.050,0.041,1.005,1.496,-1.986,57.356,Yaw
-0.330,0.005,1.051,-2.503,-1.067,-58.625,Yaw
-0.311,-0.013,1.012,-26.574,9.083,-263.261,Yaw
-0.217,0.000,0.882,-2.240,4.410,-286.685,Yaw
-0.016,0.118,0.900,-1.426,-1.409,-286.685,Yaw
-0.102,0.159,0.868,5.994,-2.564,-286.685,Yaw
-0.061,0.234,0.999,24.789,-16.450,-286.685,Yaw
0.103,0.081,0.821,-5.171,-2.975,-286.685,Yaw
0.372,0.130,0.828,-27.720,15.216,-282.634,Yaw
0.230,0.252,0.977,3.106,-0.691,-150.736,Yaw
-0.053,0.049,1.030,1.207,-2.783,-26.775,Yaw
-0.017,0.014,0.993,1.969,-2.879,-0.052,Yaw
0.168,0.159,1.065,13.589,-10.605,53.751,Yaw
0.463,0.475,0.745,1.820,-1.006,269.491,Yaw
0.111,0.538,0.872,4.926,-3.640,286.685,Yaw
-0.078,0.267,0.769,7.577,-4.113,286.685,Yaw
-0.326,-0.053,1.017,7.350,-1.024,286.685,Yaw
-0.622,-0.003,0.972,7.849,3.001,286.685,Yaw
-0.277,-0.172,0.957,-0.254,5.110,284.987,Yaw
-0.219,-0.128,0.910,-1.295,0.928,257.880,Yaw
0.029,-0.018,1.065,-8.435,4.576,118.204,Yaw
0.110,-0.018,0.989,-11.419,5.591,25.769,Yaw
-0.263,0.018,1.054,-0.472,-0.761,-100.109,Yaw
-0.262,-0.057,0.916,-1.339,1.409,-250.661,Yaw
-0.169,0.068,0.804,-0.315,0.114,-286.685,Yaw
-0.062,0.071,0.871,-0.140,1.960,-286.685,Yaw
-0.198,0.066,0.738,13.939,-8.820,-286.685,Yaw
-0.307,0.142,0.909,21.569,-22.085,-286.685,Yaw
0.099,0.165,0.934,-5.040,0.683,-286.685,Yaw
0.385,0.238,0.848,-19.635,9.354,-271.836,Yaw
0.418,0.283,1.002,22.015,-15.960,-135.791,Yaw
0.221,0.042,1.012,0.105,-1.785,6.291,Yaw
0.139,-0.048,1.056,-1.908,0.052,61.731,Yaw
0.023,0.238,0.996,-9.590,4.270,160.965,Yaw
0.069,0.409,1.017,-0.674,-3.150,272.204,Yaw
0.104,0.483,0.812,-1.146,-2.800,286.685,Yaw
0.075,0.278,0.842,-5.162,-2.013,286.685,Yaw
-0.290,0.074,0.880,32.025,-20.913,286.685,Yaw
-0.817,-0.017,1.020,10.395,2.686,286.685,Yaw
-0.617,-0.197,0.988,38.220,7.271,286.685,Yaw
-0.120,-0.269,0.971,11.690,5.959,225.234,Yaw
0.144,-0.004,0.572,-79.896,0.192,49.035,Yaw
0.085,0.018,1.083,6.886,-6.895,-18.034,Yaw
-0.133,0.143,0.896,-26.941,16.581,-78.330,Yaw
-0.262,-0.018,0.986,-9.844,0.149,-265.948,Yaw
-0.223,-0.053,0.949,-8.899,6.046,-286.685,Yaw
-0.196,0.212,0.780,6.239,5.565,-286.685,Yaw
0.027,0.183,0.737,12.171,-3.876,-286.685,Yaw
-0.062,0.013,0.637,-6.318,-1.286,-285.329,Yaw
0.042,-0.005,0.796,-4.961,-0.280,-286.685,Yaw
0.325,0.174,0.943,-5.801,-0.621,-285.311,Yaw
0.384,0.196,1.006,0.569,-0.779,-136.378,Yaw
0.152,-0.040,0.991,1.628,-2.791,-5.206,Yaw
0.180,-0.107,0.959,12.880,-9.126,30.292,Yaw
0.135,-0.069,0.999,2.861,-3.841,120.531,Yaw
-0.394,0.076,1.020,0.315,-1.995,238.656,Yaw
-0.145,0.089,0.998,-0.525,-0.735,164.491,Yaw
0.054,0.010,0.976,-0.630,-1.977,146.834,Yaw
0.315,0.073,0.845,-0.516,-1.374,230.589,Yaw
