Ax,Ay,Az,Gx,Gy,Gz,Label
0.446,0.328,1.073,-0.744,-1.304,286.326,Yaw
0.006,0.133,0.890,16.065,-19.390,286.685,Yaw
-0.306,0.013,0.930,22.374,-11.699,275.739,Yaw
-0.220,-0.057,1.009,-3.369,3.255,215.827,Yaw
-0.147,-0.072,1.001,-9.065,3.622,208.399,Yaw
-0.202,0.038,0.982,-17.159,8.155,142.870,Yaw
0.037,0.185,0.952,6.562,-6.764,39.287,Yaw
-0.047,0.101,1.042,16.336,-12.206,-43.374,Yaw
-0.012,0.011,1.112,-5.381,1.549,-48.291,Yaw
-0.023,0.073,1.098,-34.939,20.702,-59.710,Yaw
0.143,0.136,1.035,1.085,-1.216,-59.054,Yaw
0.325,0.231,0.970,0.805,-1.391,-54.381,Yaw
-0.501,0.043,0.752,19.014,-13.370,-186.139,Yaw
-0.605,-0.090,0.714,16.030,-15.426,-285.241,Yaw
-0.251,0.095,0.730,-7.350,-1.908,-286.685,Yaw
-0.282,0.139,0.960,-23.966,8.251,-286.685,Yaw
0.139,0.348,0.997,1.409,0.779,-286.685,Yaw
0.424,0.273,0.823,0.840,-2.608,-286.685,Yaw
0.620,0.095,1.052,1.102,-7.770,-233.538,Yaw
0.455,0.021,1.014,-0.411,-2.188,-49.656,Yaw
0.360,0.043,1.098,-15.208,8.295,32.961,Yaw
0.170,0.014,0.968,-8.435,3.159,120.286,Yaw
0.096,0.204,0.851,2.590,-4.034,260.234,Yaw
0.090,0.182,0.956,9.949,-6.974,286.685,Yaw
0.071,0.141,0.964,-12.591,4.699,286.685,Yaw
-0.125,-0.135,0.770,-4.795,-5.346,286.685,Yaw
-0.177,-0.177,0.976,0.543,-8.391,286.685,Yaw
-0.073,0.283,1.019,2.984,-6.213,286.685,Yaw
-0.224,0.448,0.876,4.944,-0.752,286.685,Yaw
-0.177,0.242,0.878,28.726,-11.104,258.510,Yaw
-0.042,-0.112,1.016,0.647,-1.715,64.540,Yaw
-0.278,0.057,1.052,-29.706,17.570,-42.149,Yaw
-0.567,0.343,0.956,-4.200,0.228,-169.277,Yaw
-0.257,0.404,0.877,-13.291,9.021,-286.685,Yaw
0.135,0.403,0.883,0.761,6.869,-286.685,Yaw
0.303,0.310,0.874,23.249,6.221,-286.685,Yaw
0.039,0.133,0.794,3.001,-4.471,-286.685,Yaw
0.204,0.070,0.603,8.934,-8.969,-286.685,Yaw
0.824,-0.073,1.007,31.089,-4.524,-282.616,Yaw
0.156,-0.084,1.020,8.689,-3.071,-65.599,Yaw
0.180,-0.027,1.024,-0.831,-1.811,31.771,Yaw
0.235,0.112,0.648,-46.042,-0.516,229.224,Yaw
0.545,0.166,0.744,0.962,4.935,286.685,Yaw
0.051,0.322,0.993,-22.785,7.761,286.685,Yaw
0.014,0.185,0.823,-0.359,-2.109,286.685,Yaw
0.004,-0.196,0.830,0.866,1.138,286.685,Yaw
-0.708,0.417,0.968,21.971,-14.525,280.682,Yaw
-0.280,0.068,0.981,-21.175,13.475,194.416,Yaw
-0.329,0.203,1.068,0.822,-2.756,81.419,Yaw
-0.637,0.283,1.021,1.400,-1.759,-141.943,Yaw
-0.274,0.410,0.792,0.962,-1.890,-286.685,Yaw
-0.033,0.195,0.660,-0.744,3.281,-286.685,Yaw
0.197,0.309,0.747,-29.645,4.077,-286.685,Yaw
0.597,0.249,0.663,11.953,7.359,-286.449,Yaw
0.586,0.045,0.865,34.947,-19.224,-260.698,Yaw
0.279,-0.454,1.068,-3.106,-1.024,-82.740,Yaw
0.442,0.012,0.977,0.341,-1.523,282.922,Yaw
0.176,0.351,0.926,-0.954,-2.739,286.685,Yaw
-0.146,-0.042,0.892,12.250,-11.314,286.685,Yaw
-0.594,-0.000,0.863,22.872,-14.333,286.414,Yaw
-0.233,0.064,0.918,3.211,-2.494,160.283,Yaw
-0.178,0.241,1.019,-15.444,8.330,37.030,Yaw
-0.620,0.258,0.973,-9.774,3.929,-170.555,Yaw
-0.240,0.195,0.825,-1.102,3.640,-282.293,Yaw
0.101,0.174,0.976,-7.017,4.200,-286.685,Yaw
0.531,0.148,0.921,18.235,-1.829,-286.685,Yaw
0.614,-0.105,0.925,3.307,-2.144,-243.906,Yaw
0.609,-0.338,1.046,-7.271,2.888,78.776,Yaw
0.258,0.181,0.807,0.464,-2.485,286.685,Yaw
-0.297,0.052,0.974,-3.246,-2.441,286.685,Yaw
-0.292,-0.071,0.862,-10.010,-11.637,285.784,Yaw
-0.224,0.280,0.868,25.734,-7.455,278.932,Yaw
-0.025,0.232,1.049,10.500,-3.517,117.679,Yaw
-0.472,0.312,1.047,-23.485,12.784,-133.053,Yaw
-0.370,0.421,0.958,-3.080,2.940,-286.457,Yaw
0.200,-0.028,1.015,1.234,5.443,-286.685,Yaw
0.416,-0.010,0.965,2.293,-1.312,-286.685,Yaw
0.416,-0.030,1.023,0.647,-0.411,-192.238,Yaw
0.184,-0.145,0.999,0.560,-2.257,-14.087,Yaw
0.375,-0.153,0.885,0.577,-4.279,250.670,Yaw
0.027,-0.019,0.816,1.531,-6.449,286.685,Yaw
-0.133,-0.017,0.886,5.915,-16.380,286.685,Yaw
-0.202,0.220,1.020,5.906,-6.545,281.654,Yaw
-0.037,0.206,1.027,1.155,-2.467,170.660,Yaw
-0.050,0.051,1.058,-3.824,0.752,4.497,Yaw
-0.469,0.356,1.024,-0.026,-0.254,-161.717,Yaw
-0.312,0.286,0.989,0.289,1.899,-286.545,Yaw
0.221,0.231,0.927,-0.044,6.318,-286.685,Yaw
0.386,0.074,0.883,3.465,-4.086,-286.685,Yaw
0.615,-0.114,0.897,16.468,-11.209,-282.765,Yaw
0.246,-0.366,1.039,-3.001,-2.957,-90.003,Yaw
0.550,-0.342,0.832,-23.747,12.565,214.742,Yaw
0.106,0.087,0.752,-1.715,-2.389,286.685,Yaw
-0.150,0.172,0.920,-0.788,2.564,286.685,Yaw
-0.333,0.075,1.009,9.415,-11.891,285.504,Yaw
-0.129,0.209,1.006,15.557,-5.731,253.846,Yaw
-0.121,0.235,1.103,-13.790,7.770,132.615,Yaw
-0.236,0.022,0.842,-21.665,12.189,-4.279,Yaw
-0.314,0.216,1.028,-0.175,-0.123,-210.928,Yaw
-0.287,0.397,0.956,1.899,0.858,-286.685,Yaw
0.022,0.389,0.948,0.551,11.366,-286.685,Yaw
0.546,0.139,0.778,3.036,-0.333,-286.685,Yaw
0.525,-0.145,0.889,17.351,-12.460,-285.644,Yaw
0.075,-0.457,1.012,3.220,-2.686,-91.000,Yaw
0.431,-0.544,1.015,2.126,0.262,249.497,Yaw
0.337,-0.141,0.918,-18.323,12.539,286.685,Yaw
0.027,0.289,0.995,-12.705,-6.702,286.685,Yaw
-0.128,0.321,0.874,-1.785,-10.911,286.685,Yaw
-0.330,0.335,0.914,31.911,-8.890,246.610,Yaw
-0.056,0.244,1.036,6.562,-5.749,107.564,Yaw
-0.211,0.090,0.938,-32.471,18.979,-48.020,Yaw
-0.309,0.431,1.093,-0.621,0.280,-277.760,Yaw
-0.074,0.354,1.087,-20.816,2.310,-286.685,Yaw
0.177,0.203,0.857,-33.556,6.090,-286.685,Yaw
0.414,0.016,0.789,32.445,17.316,-286.685,Yaw
0.739,-0.494,0.782,31.010,-29.706,-231.726,Yaw
0.317,-0.464,1.056,-16.371,8.356,-4.156,Yaw
0.419,-0.309,1.076,0.368,-4.051,279.151,Yaw
0.089,0.079,0.974,-2.756,-3.159,286.685,Yaw
-0.141,0.273,1.040,5.705,-10.990,286.685,Yaw
-0.164,0.377,0.824,21.333,-10.859,286.606,Yaw
-0.142,0.295,1.080,4.821,-4.419,208.005,Yaw
-0.070,0.087,0.764,-32.734,18.690,7.892,Yaw
-0.245,0.267,1.054,-0.228,-0.306,-124.976,Yaw
-0.366,0.408,1.035,-18.279,2.056,-275.030,Yaw
0.026,0.256,0.891,-21.385,4.611,-286.685,Yaw
0.440,0.078,0.817,18.681,10.019,-286.685,Yaw
0.688,-0.008,0.919,29.881,-12.880,-286.685,Yaw
0.310,-0.192,1.028,3.255,-5.635,-223.291,Yaw
0.154,-0.363,1.020,3.211,-2.625,-69.291,Yaw
0.462,-0.480,1.153,-6.265,1.470,192.902,Yaw
0.555,-0.258,0.839,-27.493,13.886,286.685,Yaw
0.159,0.340,0.782,-1.304,-7.140,286.685,Yaw
-0.196,0.373,0.815,7.534,-6.037,286.685,Yaw
-0.222,0.401,1.001,7.157,-2.879,249.760,Yaw
-0.182,0.306,1.078,-1.321,-1.146,130.445,Yaw
-0.018,0.010,0.955,-3.649,0.595,-2.231,Yaw
-0.357,0.437,0.999,-0.009,-0.271,-116.401,Yaw
-0.209,0.381,0.928,-9.074,-0.350,-286.685,Yaw
0.052,0.331,0.878,-14.796,7.989,-286.685,Yaw
0.412,0.144,0.781,7.621,5.758,-286.685,Yaw
0.627,-0.158,0.797,8.164,-5.731,-286.685,Yaw
0.393,-0.289,1.008,1.164,-3.544,-214.489,Yaw
0.129,-0.598,1.034,-3.483,-2.581,-50.943,Yaw
0.371,-0.309,1.047,-3.185,2.118,251.274,Yaw
0.428,0.089,0.963,-4.900,0.717,286.685,Yaw
0.189,0.250,0.904,9.887,-6.335,286.685,Yaw
-0.158,0.343,0.851,35.263,-21.726,286.685,Yaw
-0.341,0.370,0.546,4.944,-0.350,280.446,Yaw
-0.051,0.230,1.020,0.140,-1.969,49.507,Yaw
-0.133,0.205,1.105,-16.940,9.170,-53.576,Yaw
-0.506,0.512,0.941,-0.236,-0.026,-234.010,Yaw
0.072,0.329,0.799,-12.198,3.019,-286.685,Yaw
0.359,0.136,0.948,-4.620,4.839,-286.685,Yaw
0.479,0.022,0.883,15.444,2.625,-286.685,Yaw
0.601,-0.423,0.922,21.359,-15.540,-281.978,Yaw
0.277,-0.732,0.947,3.019,-2.406,-2.713,Yaw
0.323,-0.320,0.976,2.686,-1.085,285.198,Yaw
0.216,-0.078,0.994,-26.836,10.789,286.685,Yaw
0.284,0.280,0.836,1.418,-7.446,286.685,Yaw
-0.015,0.364,0.349,34.405,-15.767,286.685,Yaw
-0.203,0.400,0.858,11.786,2.223,268.844,Yaw
-0.226,0.347,0.945,-4.191,-1.628,145.863,Yaw
0.035,0.067,1.103,-2.957,-0.219,1.872,Yaw
-0.509,0.415,0.900,-8.610,4.673,-95.795,Yaw
-0.325,0.491,1.046,-5.338,3.946,-286.151,Yaw
0.079,0.302,0.974,-15.916,2.275,-286.685,Yaw
0.368,0.226,0.860,-3.185,11.235,-286.685,Yaw
0.545,-0.142,0.856,43.260,3.159,-286.685,Yaw
0.428,-0.375,0.857,9.677,-11.708,-245.481,Yaw
0.049,-0.368,0.995,0.814,-2.651,-109.533,Yaw
0.297,-0.381,1.035,0.779,-1.558,75.915,Yaw
0.401,-0.254,0.907,-22.111,9.748,281.120,Yaw
0.303,0.106,0.937,-1.435,-1.409,286.685,Yaw
0.160,0.293,0.920,6.431,-10.990,286.685,Yaw
-0.171,0.360,0.971,15.767,-9.240,286.615,Yaw
-0.203,0.339,1.046,5.425,-4.436,195.300,Yaw
-0.017,0.215,1.047,-6.904,2.852,88.777,Yaw
-0.087,-0.035,0.960,-24.587,13.676,19.609,Yaw
-0.480,0.394,0.962,0.166,-0.665,-95.961,Yaw
-0.239,0.278,0.939,2.293,-2.301,-285.486,Yaw
0.077,0.241,0.835,-0.639,5.372,-286.685,Yaw
0.346,0.218,0.949,3.710,1.234,-286.685,Yaw
0.562,-0.182,0.840,5.801,-2.494,-286.624,Yaw
0.459,-0.194,0.992,-3.168,-5.302,-194.688,Yaw
0.117,-0.465,1.029,-0.691,-2.047,-24.045,Yaw
0.358,-0.314,1.045,-17.220,10.264,239.986,Yaw
0.318,0.044,0.894,-0.901,-3.124,286.685,Yaw
0.147,0.222,0.971,-1.251,-3.080,286.685,Yaw
-0.197,0.267,0.906,-0.534,-7.630,286.685,Yaw
-0.250,0.192,1.003,12.408,-6.843,245.105,Yaw
-0.100,0.174,1.066,0.849,-2.599,147.954,Yaw
-0.041,0.120,1.077,-10.868,5.460,62.816,Yaw
-0.008,0.015,1.013,0.455,-2.196,6.309,Yaw
-0.510,0.385,0.979,0.192,-0.752,-106.610,Yaw
-0.224,0.316,0.945,0.604,4.270,-286.685,Yaw
0.102,0.341,0.890,1.181,0.752,-286.685,Yaw
0.505,0.231,0.965,1.321,1.523,-286.685,Yaw
0.495,-0.128,0.952,11.672,-5.898,-286.685,Yaw
0.202,-0.135,0.827,-1.960,-3.622,-222.600,Yaw
-0.009,-0.235,1.053,-1.750,-3.150,-133.674,Yaw
0.256,-0.429,0.851,-22.260,12.574,55.606,Yaw
0.438,0.106,0.886,-0.892,-2.039,283.728,Yaw
0.201,0.250,0.875,-0.446,-5.189,286.685,Yaw
-0.076,0.149,0.996,-3.246,-3.098,286.685,Yaw
-0.200,0.068,0.879,21.455,-12.547,286.685,Yaw
-0.304,0.054,1.019,2.188,-2.205,272.291,Yaw
-0.170,0.121,0.944,-3.307,-0.822,193.025,Yaw
-0.062,0.179,1.076,-5.372,1.715,122.561,Yaw
-0.076,0.070,1.013,-0.350,-1.785,8.969,Yaw
-0.539,0.289,0.966,0.980,-0.919,-168.542,Yaw
-0.497,0.268,0.796,-0.595,-2.634,-286.685,Yaw
0.072,0.392,0.856,2.870,-0.604,-286.685,Yaw
0.584,0.359,0.929,3.561,-0.455,-286.685,Yaw
0.355,0.102,0.878,3.404,-3.106,-286.685,Yaw
0.436,-0.078,0.976,2.616,-0.376,-275.432,Yaw
0.073,-0.187,0.724,30.826,-9.975,-192.902,Yaw
-0.025,-0.387,0.828,-17.106,-2.021,14.551,Yaw
0.068,-0.095,0.859,-23.214,13.396,110.399,Yaw
-0.016,0.097,1.119,0.254,-1.584,150.474,Yaw
-0.006,0.082,1.066,-0.096,-1.636,201.819,Yaw
-0.111,0.162,0.958,0.998,-4.043,230.746,Yaw
0.083,-0.015,1.001,-0.954,-0.858,251.318,Yaw
0.109,-0.099,0.970,-1.418,0.096,255.946,Yaw
-0.073,-0.025,1.063,-0.306,-1.628,235.156,Yaw
-0.006,-0.050,1.021,0.683,-4.988,186.637,Yaw
0.081,-0.124,1.002,0.910,-3.754,173.416,Yaw
0.088,-0.073,0.903,-0.026,-3.351,199.027,Yaw
0.109,0.056,0.817,0.280,-5.057,231.464,Yaw
-0.250,0.312,1.083,0.577,-3.211,159.390,Yaw
-0.127,0.200,1.020,14.989,-11.296,3.719,Yaw
0.034,0.035,1.055,17.657,-13.090,6.466,Yaw
0.002,-0.053,1.035,1.636,-3.054,5.224,Yaw
-0.003,0.016,1.083,-3.342,0.735,57.374,Yaw
-0.023,-0.018,0.779,-14.464,7.551,25.375,Yaw
-0.185,0.003,1.043,-0.525,-1.164,-6.247,Yaw
-0.275,0.182,0.919,-5.539,0.525,-212.678,Yaw
0.224,0.160,0.849,9.748,-0.560,-286.685,Yaw
0.136,0.161,0.947,2.354,-1.094,-286.685,Yaw
-0.117,0.201,0.745,5.784,-0.306,-286.685,Yaw
0.014,-0.132,0.825,2.922,-6.571,-286.685,Yaw
0.565,-0.203,0.945,-4.043,-3.491,-271.381,Yaw
0.391,-0.177,1.021,-0.403,-2.660,-100.327,Yaw
0.413,0.010,0.828,-27.650,16.494,85.689,Yaw
0.279,0.222,1.196,-9.677,-3.159,263.970,Yaw
0.126,0.246,0.903,-46.436,-4.191,286.685,Yaw
-0.007,0.310,0.745,-31.806,-12.320,286.685,Yaw
-0.321,0.199,0.786,54.075,-8.916,286.685,Yaw
-0.813,-0.213,0.913,19.478,-11.226,270.174,Yaw
-0.064,0.010,1.069,-17.841,9.922,127.435,Yaw
0.003,0.164,1.078,0.849,-2.914,81.944,Yaw
-0.060,0.074,1.001,0.613,-1.908,-2.520,Yaw
-0.513,0.227,0.992,0.376,-0.009,-206.150,Yaw
-0.164,0.138,0.618,-0.630,4.077,-286.685,Yaw
0.161,0.266,0.657,1.794,1.558,-286.685,Yaw
0.132,0.255,0.733,2.747,-1.347,-286.685,Yaw
0.368,-0.019,0.667,32.917,-23.686,-286.685,Yaw
0.563,-0.049,0.928,7.271,-1.706,-192.658,Yaw
0.117,-0.267,1.003,4.043,-2.520,-17.456,Yaw
0.369,0.016,0.764,2.975,1.986,264.897,Yaw
0.141,0.311,0.804,-17.264,2.520,286.685,Yaw
0.132,0.178,0.840,-4.707,1.977,286.685,Yaw
-0.106,0.097,0.817,10.307,-5.154,286.685,Yaw
-0.398,0.139,0.669,27.711,-7.481,282.266,Yaw
-0.191,-0.133,0.955,1.033,-1.181,217.857,Yaw
0.020,0.132,1.064,-17.229,10.273,101.255,Yaw
-0.151,0.155,0.916,-0.543,-1.628,-4.165,Yaw
-0.281,0.122,0.984,-0.131,-1.120,-91.709,Yaw
-0.301,0.198,0.973,-0.691,0.350,-285.871,Yaw
-0.082,0.216,0.817,-0.157,-2.905,-286.685,Yaw
0.195,0.232,0.909,5.084,0.788,-286.685,Yaw
0.519,-0.025,0.797,39.226,-27.046,-286.177,Yaw
0.146,-0.058,1.033,-0.744,-2.529,-101.001,Yaw
0.480,-0.021,1.025,0.359,-1.934,28.184,Yaw
0.128,0.063,0.852,1.715,1.540,283.902,Yaw
0.062,0.070,0.749,-5.749,5.460,286.685,Yaw
-0.097,0.104,0.892,15.680,-5.057,286.685,Yaw
-0.238,0.041,0.815,4.865,-0.543,286.571,Yaw
-0.306,0.040,0.741,1.365,-1.592,270.340,Yaw
0.052,0.059,0.937,0.752,-2.065,133.604,Yaw
0.057,0.065,1.023,-2.161,-0.647,2.747,Yaw
-0.019,-0.155,0.788,-35.971,21.306,-50.750,Yaw
-0.379,0.327,0.904,-1.138,-0.289,-155.312,Yaw
-0.160,0.239,0.905,0.280,-1.391,-286.633,Yaw
-0.020,0.360,0.929,1.050,0.490,-286.685,Yaw
0.212,0.255,0.895,3.920,0.490,-286.685,Yaw
0.335,-0.051,0.425,41.702,-26.390,-286.685,Yaw
0.339,-0.119,0.606,16.564,-5.267,-267.111,Yaw
0.408,0.007,0.875,27.493,-6.781,-233.284,Yaw
0.195,-0.180,0.965,-25.979,-2.520,1.155,Yaw
0.309,0.009,1.063,-18.016,4.673,285.976,Yaw
-0.059,0.228,0.823,-1.347,-1.829,286.685,Yaw
-0.047,0.093,0.848,-2.730,-3.036,286.685,Yaw
-0.065,0.038,0.872,9.459,-6.090,286.685,Yaw
-0.326,0.152,0.920,12.836,-3.159,286.685,Yaw
-0.204,0.072,1.057,9.371,-7.315,130.340,Yaw
0.044,0.210,1.050,-11.882,5.863,-3.325,Yaw
-0.360,-0.015,1.053,-4.279,2.625,-165.515,Yaw
-0.228,-0.037,0.853,-1.706,2.852,-286.685,Yaw
-0.007,0.070,0.825,-1.636,-0.726,-286.685,Yaw
0.239,0.206,0.837,3.421,-5.145,-286.685,Yaw
0.187,0.139,0.948,2.345,-1.181,-286.685,Yaw
0.295,0.019,1.008,15.208,-10.815,-262.666,Yaw
0.207,-0.187,1.048,10.579,-1.890,-44.660,Yaw
0.466,-0.180,0.899,-12.898,6.668,145.154,Yaw
0.167,0.277,0.963,-3.054,1.523,286.685,Yaw
-0.046,0.294,0.987,3.509,-2.730,286.239,Yaw
-0.126,0.027,0.895,12.110,-7.280,286.274,Yaw
-0.590,-0.052,0.849,6.046,0.551,282.940,Yaw
-0.364,-0.091,0.892,1.960,-1.076,177.441,Yaw
-0.386,0.117,1.002,-2.424,0.009,21.446,Yaw
-0.315,0.205,0.934,-38.911,22.846,-94.710,Yaw
-0.158,0.314,0.965,-0.691,0.507,-266.997,Yaw
0.222,0.147,0.908,3.071,-2.511,-286.685,Yaw
0.148,0.295,0.898,0.945,0.577,-286.685,Yaw
0.198,0.277,0.804,3.430,-0.368,-286.685,Yaw
0.500,0.102,0.914,2.922,-3.990,-286.685,Yaw
0.391,-0.188,0.962,6.676,-7.472,-109.882,Yaw
0.606,0.055,0.998,1.487,-0.184,218.925,Yaw
0.433,0.529,0.927,-13.597,5.740,286.685,Yaw
-0.305,0.330,0.927,-3.526,-0.026,286.685,Yaw
-0.957,-0.199,0.888,1.601,-1.304,246.549,Yaw
-0.340,-0.289,0.980,30.739,-20.353,105.096,Yaw
0.106,-0.104,0.900,0.849,-0.394,204.531,Yaw
-0.277,0.026,0.906,-15.453,4.611,278.267,Yaw
-0.155,0.013,1.084,13.177,-10.605,205.538,Yaw
0.038,0.034,1.001,-3.307,8.523,-24.736,Yaw
-0.226,0.246,0.958,-1.278,0.131,-140.866,Yaw
-0.036,-0.035,0.948,-0.446,0.805,-286.606,Yaw
0.076,0.077,0.775,0.971,-1.155,-286.685,Yaw
0.157,0.263,0.925,4.532,-0.691,-286.685,Yaw
0.116,0.224,0.754,21.604,-13.913,-286.676,Yaw
0.352,-0.032,0.988,-7.245,-5.171,-211.024,Yaw
0.090,-0.231,1.027,-0.087,-2.415,-50.978,Yaw
0.311,-0.182,1.030,0.525,-2.118,41.204,Yaw
0.202,0.015,1.063,-2.240,2.188,250.731,Yaw
0.085,0.175,0.846,-10.719,6.221,286.685,Yaw
-0.216,0.095,0.772,0.446,-0.175,286.685,Yaw
-0.154,0.097,0.855,33.600,-15.829,286.624,Yaw
-0.092,0.079,0.870,3.885,-3.089,269.561,Yaw
0.054,-0.059,1.071,0.499,-1.732,140.840,Yaw
0.065,0.039,0.827,-32.882,19.031,15.321,Yaw
0.052,0.051,1.014,0.245,-1.435,3.115,Yaw
-0.195,0.090,1.049,-2.056,-1.094,-125.886,Yaw
-0.146,0.152,0.931,-10.727,3.876,-285.758,Yaw
-0.153,0.186,0.756,15.750,4.331,-286.685,Yaw
-0.128,-0.077,0.830,19.845,-8.698,-286.685,Yaw
0.196,-0.287,0.872,-3.194,-3.859,-279.353,Yaw
0.248,-0.140,1.066,-0.822,-2.765,-149.231,Yaw
0.424,-0.003,1.098,-6.536,2.152,83.729,Yaw
0.266,0.174,1.083,0.665,-3.325,245.053,Yaw
0.003,0.266,0.967,-1.251,-0.359,286.589,Yaw
0.034,0.176,0.723,-0.446,-4.725,285.705,Yaw
-0.113,0.126,0.828,0.079,-2.713,270.725,Yaw
-0.154,0.080,0.977,-3.517,-1.330,180.705,Yaw
-0.057,0.098,1.019,-0.341,-1.558,103.495,Yaw
-0.241,0.061,1.141,-6.326,-2.441,53.366,Yaw
-0.260,0.046,0.940,-15.085,-1.689,-62.930,Yaw
-0.213,0.053,0.933,15.382,0.656,-267.794,Yaw
-0.082,-0.053,0.802,3.719,-0.962,-286.685,Yaw
0.072,-0.002,0.638,27.003,-16.380,-286.003,Yaw
0.366,-0.023,0.943,-14.123,-3.176,-238.402,Yaw
0.144,0.004,1.102,-4.113,1.540,28.403,Yaw
0.233,0.018,0.927,-17.255,9.056,163.984,Yaw
0.147,0.034,0.863,-0.717,-3.106,236.548,Yaw
0.047,-0.113,0.920,0.236,-4.296,251.178,Yaw
0.018,0.106,0.887,-2.135,-1.811,286.239,Yaw
-0.087,0.180,0.884,2.476,-4.935,285.320,Yaw
-0.142,0.080,0.849,-0.385,-3.465,236.136,Yaw
-0.076,-0.069,1.023,0.420,-3.736,143.036,Yaw
-0.044,0.044,1.024,0.289,-2.188,27.108,Yaw
0.032,0.039,1.061,-1.689,-2.074,3.220,Yaw
-0.055,0.039,0.998,-5.154,-2.424,1.216,Yaw
-0.015,0.009,1.115,10.167,-2.415,-19.049,Yaw
-0.028,0.104,1.027,0.455,-1.706,-55.991,Yaw
-0.090,0.103,1.041,1.286,-2.240,-154.438,Yaw
-0.137,0.127,0.994,0.245,0.534,-252.700,Yaw
0.065,0.078,0.804,0.394,-0.962,-280.551,Yaw
0.251,-0.200,0.987,0.105,-0.184,-273.017,Yaw
-0.019,-0.279,1.087,28.131,-20.108,-40.880,Yaw
-0.016,-0.079,1.018,1.759,-3.378,0.884,Yaw
-0.151,-0.152,1.010,-0.035,-2.013,-18.979,Yaw
0.033,-0.306,1.142,-26.031,15.050,-1.269,Yaw
0.141,-0.079,0.923,0.157,-4.358,164.981,Yaw
0.004,0.232,0.924,-0.192,-4.200,222.337,Yaw
0.038,0.300,0.984,1.120,-2.529,271.994,Yaw
0.103,0.111,1.049,1.234,-3.754,219.669,Yaw
0.007,0.060,0.997,0.971,-3.404,103.924,Yaw
-0.009,-0.003,1.023,0.175,-2.047,28.017,Yaw
0.001,0.066,1.027,0.070,-2.013,10.868,Yaw
-0.185,0.191,1.007,0.709,-1.278,-101.666,Yaw
-0.255,0.076,1.011,1.680,-4.900,-278.145,Yaw
-0.118,-0.023,0.995,2.275,0.131,-286.685,Yaw
0.034,-0.121,0.967,11.769,-7.341,-286.685,Yaw
0.250,-0.040,1.082,4.235,-7.219,-267.899,Yaw
0.293,0.013,1.094,-11.489,4.156,-179.629,Yaw
0.369,-0.089,0.966,-1.374,-1.207,-26.005,Yaw
0.383,0.199,0.886,-0.472,-2.835,270.839,Yaw
-0.099,0.226,0.897,-1.592,-1.925,286.685,Yaw
-0.247,0.103,1.026,0.000,-1.549,265.353,Yaw
-0.244,-0.069,0.946,6.816,-6.816,202.379,Yaw
-0.097,-0.176,0.912,-7.052,2.293,157.745,Yaw
-0.099,-0.072,0.960,0.525,-2.695,136.736,Yaw
-0.172,0.114,1.090,1.190,-2.371,82.215,Yaw
-0.439,0.144,1.011,-0.184,-1.076,-48.309,Yaw
-0.096,0.109,0.891,-0.455,-0.123,-286.422,Yaw
0.217,0.132,0.871,1.768,1.951,-286.685,Yaw
0.184,-0.005,0.992,4.629,-3.369,-286.685,Yaw
0.263,0.002,0.942,22.435,-16.301,-263.620,Yaw
0.024,0.026,1.006,-0.770,-2.275,-97.169,Yaw
0.034,0.034,1.000,-0.324,-1.409,17.062,Yaw
0.187,0.016,1.022,2.284,-2.257,151.734,Yaw
0.172,0.048,0.956,-7.394,4.742,286.685,Yaw
0.012,0.007,0.874,15.733,-9.476,286.685,Yaw
-0.140,0.050,0.865,4.550,-1.111,286.685,Yaw
-0.264,0.057,0.872,3.483,-1.242,284.742,Yaw
-0.122,0.051,1.009,-2.293,1.908,205.879,Yaw
0.006,0.101,1.059,-9.363,4.646,106.207,Yaw
0.112,0.077,1.030,-9.879,4.279,8.400,Yaw
-0.292,0.152,1.007,0.210,-1.216,-66.841,Yaw
-0.203,0.123,1.024,-0.490,0.368,-279.020,Yaw
0.014,0.278,0.878,-1.663,0.228,-286.685,Yaw
0.070,0.256,0.904,0.403,-1.059,-286.685,Yaw
0.367,-0.147,0.904,5.696,-3.386,-286.685,Yaw
0.407,-0.160,0.788,13.344,-12.854,-230.624,Yaw
0.282,-0.219,0.945,-11.174,5.530,34.545,Yaw
0.381,-0.064,1.030,3.517,-3.815,172.716,Yaw
0.081,0.130,0.997,-18.778,11.637,286.685,Yaw
-0.089,0.213,0.842,0.788,0.236,286.685,Yaw
-0.193,0.077,0.902,8.977,-11.323,284.305,Yaw
-0.203,0.065,1.034,16.275,-5.793,236.416,Yaw
-0.115,0.058,1.074,-2.870,1.278,156.844,Yaw
-0.010,0.141,0.922,-12.801,6.300,29.470,Yaw
-0.239,0.201,1.024,0.175,-1.146,-79.301,Yaw
-0.267,0.157,1.026,-1.006,-0.324,-245.516,Yaw
0.078,0.158,0.928,-20.685,8.627,-286.685,Yaw
0.081,0.229,0.843,-14.936,8.339,-286.685,Yaw
0.181,0.037,0.862,49.105,23.538,-285.828,Yaw
0.519,-0.144,0.356,26.784,-56.324,-231.402,Yaw
0.259,-0.203,1.050,0.840,-2.450,45.693,Yaw
0.359,-0.107,1.007,-1.942,1.628,278.513,Yaw
0.045,-0.004,1.013,-21.446,6.440,286.685,Yaw
-0.125,0.160,0.946,1.610,-3.526,286.685,Yaw
-0.057,0.253,0.900,3.894,-9.004,286.685,Yaw
-0.057,0.130,1.020,29.435,-17.920,276.658,Yaw
